xapian_ipc,xapian_cpu,xapian_llc,xapian_sla,mcf_ipc,mcf_cpu,mcf_llc,mcf_sla
0.24,100000,8,0.2163594450692759,0.25,63602,5,0.03956642714440704
0.23,100000,8,0.21454377802771035,0.25,69962,5,0.04082657085776282
0.21,100000,8,0.21181751121108416,0.22,69962,5,0.03833062834310513
0.23,100000,9,0.21272700448443366,0.16,69962,5,0.03133225133724205
0.22,100000,9,0.2120908017937735,0.16,69962,5,0.02853290053489682
0.20,100000,9,0.2098363207175094,0.16,76958,5,0.02741316021395873
0.22,100000,9,0.21093452828700376,0.16,76958,4,0.026965264085583494
0.21,100000,9,0.2103738113148015,0.17,76958,4,0.0277861056342334
0.21,100000,9,0.21014952452592062,0.16,76958,3,0.02711444225369336
0.23,100000,9,0.21205980981036826,0.17,76958,2,0.027845776901477347
0.22,100000,9,0.2118239239241473,0.20,76958,2,0.031138310760590943
0.20,100000,9,0.20972956956965894,0.23,76958,3,0.03545532430423638
0.23,100000,9,0.2118918278278636,0.32,76958,2,0.046182129721694554
0.22,100000,9,0.21175673113114546,0.36,76958,2,0.054472851888677815
0.22,100000,9,0.2117026924524582,0.20,76958,2,0.04178914075547113
0.23,100000,9,0.2126810769809833,0.17,76958,3,0.03371565630218845
0.22,100000,9,0.21207243079239332,0.17,76958,3,0.030486262520875385
0.21,100000,9,0.21082897231695735,0.16,76958,3,0.028194505008350156
0.22,100000,9,0.21133158892678294,0.16,76958,2,0.02727780200334006
0.22,100000,9,0.21153263557071317,0.16,76958,3,0.026911120801336025
0.21,100000,9,0.21061305422828527,0.16,76958,3,0.02676444832053441
0.22,100000,9,0.2112452216913141,0.17,76958,2,0.02770577932821377
0.21,100000,9,0.21049808867652564,0.16,76958,2,0.02708231173128551
0.21,100000,9,0.21019923547061026,0.17,69262,2,0.027832924692514208
0.23,100000,9,0.21207969418824413,0.18,62335,2,0.029133169877005684
0.25,100000,9,0.21483187767529766,0.31,62335,3,0.04265326795080227
0.24,100000,9,0.21493275107011905,0.43,62335,3,0.06006130718032091
0.24,100000,9,0.21497310042804763,0.15,62335,3,0.03902452287212836
0.23,100000,9,0.21398924017121906,0.15,62335,4,0.030609809148851343
0.25,100000,9,0.2155956960684876,0.14,62335,4,0.02624392365954054
0.24,100000,9,0.21523827842739507,0.15,62335,4,0.025497569463816216
0.24,100000,9,0.21509531137095805,0.16,62335,5,0.026199027785526487
0.25,100000,9,0.21603812454838323,0.19,62335,5,0.0294796111142106
0.24,100000,9,0.21541524981935328,0.29,62335,5,0.04079184444568424
0.23,100000,9,0.21416609992774133,0.44,62335,5,0.060316737778273705
0.23,100000,9,0.21366643997109652,0.15,62335,5,0.03912669511130948
0.24,100000,9,0.2144665759884386,0.15,62335,5,0.03065067804452379
0.24,100000,9,0.21478663039537543,0.14,62335,5,0.02626027121780952
0.25,100000,9,0.2159146521581502,0.17,62335,5,0.02750410848712381
0.25,100000,9,0.2163658608632601,0.18,62335,5,0.02900164339484952
0.25,100000,9,0.21654634434530406,0.19,62335,5,0.030600657357939813
0.23,100000,9,0.21461853773812162,0.31,62335,5,0.04324026294317593
0.24,100000,9,0.21484741509524863,0.17,62335,5,0.03429610517727037
0.25,100000,9,0.21593896603809948,0.15,62335,5,0.02871844207090815
0.24,100000,9,0.2153755864152398,0.18,62335,5,0.02948737682836326
0.24,100000,9,0.21515023456609594,0.22,62335,5,0.03379495073134531
0.44,100000,9,0.2350600938264384,0.21,62335,5,0.03451798029253812
0.24,100000,9,0.22302403753057537,0.33,62335,5,0.04680719211701525
0.23,100000,9,0.21720961501223016,0.27,62335,5,0.04572287684680611
0.22,100000,9,0.21388384600489208,0.26,68568,5,0.044289150738722444
0.22,100000,9,0.21255353840195684,0.23,68568,5,0.04071566029548898
0.23,100000,9,0.21302141536078273,0.17,68568,5,0.033286264118195595
0.22,100000,9,0.2122085661443131,0.17,75424,5,0.03031450564727824
0.21,100000,9,0.21088342645772523,0.16,75424,5,0.028125802258911297
0.21,100000,9,0.21035337058309012,0.16,75424,4,0.02725032090356452
0.21,100000,9,0.21014134823323605,0.16,75424,3,0.02690012836142581
0.21,100000,9,0.21005653929329443,0.16,75424,2,0.026760051344570324
0.22,100000,9,0.21102261571731779,0.15,67881,2,0.02570402053782813
0.23,100000,9,0.21240904628692714,0.16,67881,2,0.02628160821513125
0.23,100000,9,0.21296361851477086,0.18,67881,3,0.0285126432860525
0.23,100000,9,0.21318544740590833,0.19,67881,3,0.030405057314421002
0.23,100000,9,0.21327417896236334,0.23,67881,3,0.03516202292576841
0.23,100000,9,0.21330967158494535,0.56,67881,4,0.07006480917030737
0.23,100000,9,0.21332386863397815,0.50,67881,4,0.07802592366812296
0.22,100000,9,0.21232954745359128,0.16,67881,4,0.047210369467249186
0.24,100000,9,0.21393181898143654,0.16,67881,5,0.034884147786899675
0.22,100000,9,0.21257272759257462,0.15,67881,5,0.028953659114759868
0.21,100000,9,0.21102909103702985,0.15,67881,5,0.026581463645903948
0.23,100000,9,0.21241163641481195,0.14,67881,4,0.024632585458361583
0.22,100000,9,0.21196465456592478,0.14,67881,5,0.023853034183344637
0.23,100000,9,0.21278586182636994,0.14,67881,5,0.023541213673337856
0.23,100000,9,0.21311434473054797,0.16,67881,5,0.025416485469335143
0.23,100000,9,0.21324573789221918,0.16,74669,5,0.02616659418773406
0.22,100000,9,0.2122982951568877,0.17,74669,5,0.027466637675093625
0.21,100000,9,0.2109193180627551,0.19,74669,5,0.029986655070037456
0.21,100000,9,0.21036772722510205,0.24,74669,4,0.03599466202801498
0.22,100000,9,0.21114709089004083,0.43,74669,3,0.057397864811206
0.21,100000,9,0.21045883635601634,0.15,74669,4,0.0379591459244824
0.22,100000,9,0.21118353454240654,0.15,74669,3,0.030183658369792962
0.22,100000,9,0.2114734138169626,0.15,74669,3,0.027073463347917187
0.22,100000,9,0.21158936552678503,0.16,74669,3,0.026829385339166876
0.20,100000,9,0.209635746210714,0.19,74669,4,0.029731754135666755
0.22,100000,9,0.2108542984842856,0.25,74669,3,0.0368927016542667
0.21,100000,9,0.21034171939371427,0.37,74669,3,0.05175708066170668
0.22,100000,9,0.21113668775748573,0.14,74669,2,0.034702832264682675
0.23,100000,9,0.21245467510299432,0.14,74669,2,0.027881132905873074
0.22,100000,9,0.21198187004119773,0.14,74669,3,0.025152453162349233
0.20,100000,9,0.2097927480164791,0.19,74669,3,0.029060981264939695
0.20,100000,9,0.20891709920659163,0.19,74669,2,0.03062439250597588
0.22,100000,9,0.21056683968263668,0.18,67202,2,0.03024975700239035
0.24,100000,9,0.21322673587305468,0.19,67202,2,0.031099902800956144
0.21,100000,9,0.21129069434922187,0.14,67202,3,0.02643996112038246
0.22,100000,9,0.21151627773968876,0.14,67202,2,0.024575984448152986
0.23,100000,9,0.21260651109587553,0.17,67202,2,0.026830393779261198
0.24,100000,9,0.21404260443835021,0.20,67202,2,0.030732157511704484
0.45,100000,9,0.2356170417753401,0.19,67202,3,0.0312928630046818
0.23,100000,9,0.22224681671013605,0.31,67202,3,0.04351714520187272
0.22,100000,9,0.2158987266840544,0.24,67202,2,0.04140685808074909
0.23,100000,9,0.21435949067362176,0.23,60481,2,0.03956274323229964
0.23,100000,9,0.21374379626944873,0.19,60481,2,0.03482509729291986
0.24,100000,9,0.21449751850777948,0.19,60481,3,0.03293003891716795
0.25,100000,9,0.2157990074031118,0.20,60481,3,0.033172015566867184
0.23,100000,9,0.21431960296124475,0.12,60481,3,0.025268806226746876
0.24,100000,9,0.2147278411844979,0.13,60481,3,0.02310752249069875
0.24,100000,9,0.21489113647379915,0.12,60481,3,0.0212430089962795
0.24,100000,9,0.21495645458951967,0.12,60481,3,0.0204972035985118
0.24,100000,9,0.21498258183580787,0.12,60481,3,0.020198881439404723
0.24,100000,9,0.21499303273432313,0.12,60481,3,0.02007955257576189
0.26,100000,9,0.21699721309372927,0.12,60481,3,0.020031821030304757
0.25,100000,9,0.2167988852374917,0.12,60481,3,0.020012728412121903
0.24,100000,9,0.21571955409499666,0.12,60481,3,0.02000509136484876
0.26,100000,9,0.21728782163799865,0.12,60481,3,0.020002036545939503
0.24,100000,9,0.21591512865519946,0.14,60481,4,0.022000814618375802
0.25,100000,9,0.21636605146207977,0.15,60481,4,0.02380032584735032
0.24,100000,9,0.21554642058483192,0.17,60481,4,0.02652013033894013
0.25,100000,9,0.21621856823393276,0.21,60481,4,0.031608052135576055
0.23,100000,9,0.21448742729357312,0.40,60481,4,0.05264322085423043
0.22,100000,9,0.21279497091742927,0.40,60481,4,0.061057288341692176
0.25,100000,9,0.2151179883669717,0.16,60481,4,0.04042291533667687
0.23,100000,9,0.21404719534678868,0.13,60481,4,0.02916916613467075
0.25,100000,9,0.2156188781387155,0.14,60481,4,0.025667666453868303
0.24,100000,9,0.21524755125548622,0.15,60481,5,0.025267066581547322
0.24,100000,9,0.21509902050219448,0.14,60481,5,0.02410682663261893
0.24,100000,9,0.2150396082008778,0.14,60481,5,0.023642730653047575
0.24,100000,9,0.21501584328035112,0.14,60481,5,0.02345709226121903
0.24,100000,9,0.21500633731214047,0.14,60481,5,0.023382836904487614
0.24,100000,9,0.21500253492485621,0.14,60481,5,0.02335313476179505
0.26,100000,9,0.21700101396994248,0.15,60481,5,0.02434125390471802
0.24,100000,9,0.21580040558797697,0.15,60481,5,0.024736501561887208
0.24,100000,9,0.2153201622351908,0.16,60481,5,0.025894600624754883
0.24,100000,9,0.21512806489407632,0.18,60481,5,0.028357840249901952
0.23,100000,9,0.21405122595763054,0.18,60481,5,0.02934313609996078
0.25,100000,9,0.2156204903830522,0.39,60481,5,0.05073725443998432
0.24,100000,9,0.21524819615322088,0.22,60481,5,0.04229490177599374
0.25,100000,9,0.21609927846128835,0.15,60481,5,0.0319179607103975
0.26,100000,9,0.21743971138451534,0.15,60481,5,0.027767184284159002
0.25,100000,9,0.21697588455380612,0.14,60481,5,0.025106873713663602
0.22,100000,9,0.21379035382152245,0.15,60481,5,0.02504274948546544
0.25,100000,9,0.21551614152860898,0.17,60481,5,0.027017099794186178
0.21,100000,9,0.2122064566114436,0.20,60481,5,0.030806839917674474
0.26,100000,9,0.21588258264457744,0.44,60481,4,0.0563227359670698
0.25,100000,9,0.216353033057831,0.42,60481,4,0.06452909438682793
0.24,100000,9,0.2155412132231324,0.13,60481,4,0.038811637754731176
0.23,100000,9,0.21421648528925297,0.15,60481,5,0.03052465510189247
0.24,100000,9,0.21468659411570118,0.14,60481,5,0.026209862040756992
0.23,100000,9,0.21387463764628048,0.18,60481,5,0.028483944816302797
0.23,100000,9,0.2135498550585122,0.19,60481,5,0.03039357792652112
0.25,100000,9,0.21541994202340486,0.19,60481,5,0.03115743117060845
0.23,100000,9,0.21416797680936195,0.30,60481,5,0.042462972468243376
0.23,100000,9,0.2136671907237448,0.16,66529,5,0.032985188987297354
0.23,100000,9,0.21346687628949793,0.16,66529,5,0.02919407559491894
0.23,100000,9,0.2133867505157992,0.20,66529,5,0.03167763023796758
0.23,100000,9,0.2133547002063197,0.02,73181,5,0.014671052095187034
0.48,100000,7,0.23834188008252788,0.06,73181,5,0.011868420838074814
0.22,100000,7,0.22233675203301118,0.29,73181,5,0.03374736833522993
0.23,100000,8,0.21693470081320448,0.25,73181,5,0.038498947334091975
0.23,100000,8,0.2147738803252818,0.24,73181,5,0.03939957893363679
0.21,100000,9,0.21190955213011273,0.23,73181,5,0.03875983157345472
0.22,100000,9,0.2117638208520451,0.24,73181,4,0.03950393262938189
0.21,100000,9,0.21070552834081804,0.16,73181,4,0.031801573051752755
0.22,100000,9,0.21128221133632724,0.15,73181,3,0.0277206292207011
0.22,100000,9,0.2115128845345309,0.15,73181,3,0.02608825168828044
0.23,100000,9,0.21260515381381237,0.15,73181,4,0.025435300675312175
0.21,100000,9,0.21104206152552496,0.15,73181,4,0.025174120270124868
0.22,100000,9,0.21141682461021,0.15,73181,3,0.025069648108049947
0.23,100000,9,0.212566729844084,0.15,73181,3,0.02502785924321998
0.21,100000,9,0.21102669193763363,0.16,73181,4,0.02601114369728799
0.21,100000,9,0.21041067677505346,0.18,73181,3,0.028404457478915197
0.22,100000,9,0.2111642707100214,0.22,73181,2,0.033361782991566086
0.21,100000,9,0.21046570828400857,0.32,73181,2,0.04534471319662643
0.22,100000,9,0.21118628331360345,0.35,65862,2,0.05313788527865057
0.22,100000,9,0.21147451332544137,0.34,65862,2,0.05525515411146023
0.23,100000,9,0.21258980533017657,0.15,65862,3,0.03710206164458409
0.24,100000,9,0.21403592213207062,0.15,65862,3,0.029840824657833637
0.22,100000,9,0.21261436885282825,0.14,65862,3,0.025936329863133458
0.22,100000,9,0.2120457475411313,0.14,65862,4,0.024374531945253387
0.24,100000,9,0.21381829901645255,0.14,65862,4,0.023749812778101356
0.24,100000,9,0.214527319606581,0.14,65862,4,0.023499925111240546
0.24,100000,9,0.2148109278426324,0.15,65862,5,0.02439997004449622
0.23,100000,9,0.21392437113705298,0.15,65862,5,0.02475998801779849
0.23,100000,9,0.21356974845482118,0.15,65862,5,0.024903995207119396
0.22,100000,9,0.21242789938192846,0.16,65862,5,0.02596159808284776
0.23,100000,9,0.2129711597527714,0.17,65862,5,0.027384639233139108
0.23,100000,9,0.21318846390110857,0.19,65862,5,0.02995385569325565
0.22,100000,9,0.21227538556044345,0.42,72448,5,0.053981542277302265
0.21,100000,9,0.2109101542241774,0.21,72448,5,0.04259261691092091
0.22,100000,9,0.21136406168967098,0.17,72448,4,0.03403704676436836
0.23,100000,9,0.2125456246758684,0.16,72448,4,0.029614818705747344
0.23,100000,9,0.21301824987034737,0.16,72448,5,0.027845927482298936
0.21,100000,9,0.21120729994813897,0.19,72448,5,0.030138370992919578
0.23,100000,9,0.2124829199792556,0.22,72448,4,0.03405534839716783
0.23,100000,9,0.21299316799170226,0.39,72448,4,0.05262213935886714
0.21,100000,9,0.21119726719668092,0.17,72448,5,0.038048855743546856
0.23,100000,9,0.21247890687867238,0.16,72448,4,0.031219542297418745
0.20,100000,9,0.20999156275146896,0.16,72448,4,0.0284878169189675
0.22,100000,9,0.2109966251005876,0.20,72448,3,0.031395126767587
0.21,100000,9,0.21039865004023506,0.20,72448,3,0.032558050707034804
0.24,100000,9,0.21315946001609404,0.24,72448,2,0.03702322028281392
0.22,100000,9,0.21226378400643764,0.36,72448,3,0.050809288113125566
0.22,100000,9,0.21190551360257506,0.12,72448,3,0.032323715245250226
0.22,100000,9,0.21176220544103003,0.14,72448,3,0.026929486098100093
0.21,100000,9,0.21070488217641203,0.20,72448,3,0.030771794439240042
0.23,100000,9,0.21228195287056484,0.02,72448,2,0.014308717775696018
0.45,100000,9,0.23491278114822595,0.19,72448,3,0.02472348711027841
0.20,100000,9,0.2189651124592904,0.25,72448,3,0.03488939484411137
0.21,100000,9,0.21358604498371617,0.29,72448,2,0.04295575793764454
0.23,100000,9,0.21343441799348647,0.25,65203,2,0.04218230317505782
0.25,100000,9,0.2153737671973946,0.21,65203,2,0.03787292127002313
0.23,100000,9,0.21414950687895784,0.17,65203,2,0.03214916850800925
0.23,100000,9,0.21365980275158314,0.13,65203,2,0.025859667403203702
0.24,100000,9,0.21446392110063328,0.12,65203,2,0.022343866961281482
0.23,100000,9,0.21378556844025332,0.13,65203,3,0.021937546784512596
0.22,100000,9,0.21251422737610132,0.12,65203,3,0.02077501871380504
0.24,100000,9,0.21400569095044053,0.12,65203,3,0.020310007485522016
0.23,100000,9,0.2136022763801762,0.12,65203,3,0.020124002994208808
0.24,100000,9,0.21444091055207049,0.12,65203,3,0.020049601197683523
0.22,100000,9,0.21277636422082818,0.12,65203,3,0.02001984047907341
0.24,100000,9,0.21411054568833127,0.13,65203,4,0.021007936191629363
0.25,100000,9,0.21564421827533253,0.14,65203,4,0.022403174476651747
0.24,100000,9,0.215257687310133,0.16,65203,4,0.024961269790660698
0.23,100000,9,0.21410307492405323,0.18,65203,5,0.02798450791626428
0.23,100000,9,0.21364122996962132,0.22,65203,5,0.03319380316650571
0.23,100000,9,0.21345649198784855,0.50,65203,5,0.06327752126660229
0.22,100000,9,0.21238259679513943,0.50,71723,5,0.07531100850664092
0.23,100000,9,0.21295303871805576,0.16,71723,5,0.046124403402656375
0.22,100000,9,0.2121812154872223,0.16,71723,5,0.03444976136106255
0.21,100000,9,0.2108724861948889,0.16,78895,5,0.029779904544425022
0.21,100000,9,0.21034899447795558,0.16,78895,4,0.02791196181777001
0.21,100000,9,0.21013959779118224,0.16,78895,3,0.027164784727108003
0.21,100000,9,0.2100558391164729,0.16,78895,2,0.026865913890843203
0.21,100000,9,0.21002233564658918,0.16,71005,2,0.026746365556337283
0.24,100000,9,0.21300893425863565,0.16,63904,2,0.026698546222534914
0.22,100000,9,0.21220357370345427,0.15,63904,2,0.025679418489013964
0.23,100000,9,0.21288142948138172,0.16,63904,2,0.026271767395605584
0.24,100000,9,0.2141525717925527,0.18,63904,3,0.028508706958242234
0.24,100000,9,0.21466102871702109,0.31,63904,3,0.04240348278329689
0.24,100000,9,0.21486441148680846,0.43,63904,3,0.05996139311331876
0.24,100000,9,0.21494576459472337,0.15,63904,4,0.038984557245327504
0.23,100000,9,0.21397830583788935,0.15,63904,4,0.030593822898131
0.24,100000,9,0.21459132233515577,0.15,63904,4,0.0272375291592524
0.24,100000,9,0.2148365289340623,0.15,63904,4,0.025895011663700958
0.25,100000,9,0.21593461157362492,0.17,63904,4,0.027358004665480384
0.23,100000,9,0.21437384462944997,0.20,63904,4,0.030943201866192156
0.23,100000,9,0.21374953785178,0.38,63904,5,0.05037728074647687
0.23,100000,9,0.213499815140712,0.50,63904,5,0.07015091229859075
0.24,100000,9,0.21439992605628483,0.15,63904,5,0.043060364919436295
0.22,100000,9,0.21275997042251393,0.15,70294,5,0.03222414596777452
0.22,100000,9,0.21210398816900558,0.15,70294,5,0.027889658387109807
0.22,100000,9,0.21184159526760224,0.20,70294,5,0.031155863354843927
0.23,100000,9,0.2127366381070409,0.20,70294,5,0.03246234534193758
0.23,100000,9,0.21309465524281637,0.25,70294,5,0.03798493813677503
0.22,100000,9,0.21223786209712656,0.25,70294,5,0.04019397525471002
0.22,100000,9,0.21189514483885064,0.15,77323,5,0.031077590101884007
0.21,100000,9,0.21075805793554026,0.21,77323,5,0.033431036040753606
0.22,100000,9,0.21130322317421613,0.03,77323,4,0.016372414416301443
0.43,100000,9,0.23252128926968646,0.21,77323,5,0.027548965766520578
0.22,100000,9,0.2200085157078746,0.40,77323,5,0.05101958630660824
0.21,100000,9,0.21400340628314984,0.30,77323,4,0.050407834522643295
0.21,100000,9,0.21160136251325995,0.25,77323,3,0.04516313380905732
0.22,100000,9,0.211640545005304,0.26,77323,2,0.044065253523622935
0.20,100000,9,0.20965621800212159,0.14,77323,2,0.03162610140944917
0.24,100000,9,0.21286248720084866,0.13,69590,2,0.025650440563779672
0.21,100000,9,0.21114499488033947,0.12,69590,2,0.02226017622551187
0.24,100000,9,0.21345799795213577,0.11,62631,2,0.019904070490204748
0.23,100000,9,0.2133831991808543,0.12,62631,2,0.0199616281960819
0.24,100000,9,0.21435327967234175,0.12,62631,3,0.019984651278432762
0.22,100000,9,0.2127413118689367,0.12,62631,3,0.019993860511373106
0.23,100000,9,0.21309652474757468,0.12,62631,3,0.019997544204549245
0.24,100000,9,0.21423860989902987,0.12,62631,3,0.0199990176818197
0.24,100000,9,0.21469544395961193,0.13,62631,3,0.020999607072727883
0.25,100000,9,0.21587817758384475,0.14,62631,3,0.022399842829091153
0.24,100000,9,0.2153512710335379,0.17,62631,3,0.02595993713163646
0.23,100000,9,0.21414050841341517,0.20,62631,3,0.030383974852654587
0.24,100000,9,0.21465620336536606,0.25,62631,3,0.03715358994106184
0.23,100000,9,0.21386248134614644,0.51,62631,3,0.06586143597642474
0.25,100000,9,0.2155449925384586,0.45,62631,3,0.0713445743905699
0.23,100000,9,0.21421799701538347,0.13,62631,3,0.04153782975622797
0.24,100000,9,0.2146871988061534,0.13,62631,3,0.02961513190249119
0.23,100000,9,0.21387487952246137,0.13,62631,3,0.024846052760996478
0.23,100000,9,0.21354995180898456,0.12,62631,3,0.021938421104398594
0.24,100000,9,0.2144199807235938,0.13,62631,4,0.021775368441759438
0.23,100000,9,0.21376799228943755,0.12,62631,4,0.020710147376703777
0.25,100000,9,0.21550719691577502,0.12,62631,4,0.020284058950681513
0.24,100000,9,0.21520287876631,0.14,62631,5,0.022113623580272607
0.24,100000,9,0.21508115150652402,0.15,62631,5,0.02384544943210904
0.24,100000,9,0.2150324606026096,0.14,62631,5,0.02353817977284362
0.22,100000,9,0.21301298424104387,0.15,62631,5,0.024415271909137448
0.25,100000,9,0.21520519369641755,0.15,62631,5,0.02476610876365498
0.23,100000,9,0.21408207747856703,0.17,62631,5,0.026906443505461994
0.24,100000,9,0.21463283099142683,0.18,62631,5,0.028762577402184797
0.23,100000,9,0.21385313239657072,0.42,62631,5,0.053505030960873924
0.23,100000,9,0.2135412529586283,0.17,62631,5,0.03840201238434957
0.23,100000,9,0.21341650118345135,0.13,62631,5,0.02836080495373983
0.23,100000,9,0.21336660047338055,0.14,62631,5,0.025344321981495936
0.22,100000,9,0.21234664018935223,0.13,62631,5,0.023137728792598376
0.21,100000,9,0.21093865607574092,0.15,68894,5,0.02425509151703935
0.21,100000,9,0.21037546243029637,0.18,68894,4,0.02770203660681574
0.21,100000,9,0.21015018497211857,0.21,68894,3,0.0320808146427263
0.22,100000,9,0.21106007398884744,0.33,68894,2,0.045832325857090524
0.23,100000,9,0.21242402959553897,0.22,68894,2,0.040332930342836214
0.23,100000,9,0.2129696118382156,0.15,68894,2,0.031133172137134485
0.23,100000,9,0.21318784473528624,0.15,68894,3,0.027453268854853795
0.23,100000,9,0.2132751378941145,0.17,68894,3,0.02798130754194152
0.22,100000,9,0.2123100551576458,0.20,68894,3,0.031192523016776615
0.24,100000,9,0.21392402206305833,0.20,68894,3,0.03247700920671065
0.23,100000,9,0.21356960882522336,0.31,68894,3,0.04399080368268426
0.22,100000,9,0.21242784353008937,0.22,68894,3,0.03959632147307371
0.23,100000,9,0.21297113741203577,0.15,68894,3,0.030838528589229485
0.24,100000,9,0.2141884549648143,0.18,68894,3,0.030335411435691795
0.22,100000,9,0.21267538198592573,0.16,68894,3,0.02813416457427672
0.33,100000,9,0.2230701527943703,0.15,68894,4,0.026253665829710688
0.23,100000,9,0.21722806111774812,0.37,68894,4,0.047501466331884276
0.23,100000,9,0.21489122444709924,0.23,68894,4,0.042000586532753716
0.22,100000,9,0.21295648977883969,0.23,68894,5,0.03980023461310149
0.24,100000,9,0.21418259591153588,0.20,68894,5,0.0359200938452406
0.23,100000,9,0.21367303836461438,0.21,68894,5,0.03536803753809624
0.22,100000,9,0.21246921534584576,0.13,68894,5,0.027147215015238497
0.22,100000,9,0.2119876861383383,0.14,68894,5,0.024858886006095402
0.23,100000,9,0.21279507445533533,0.15,68894,5,0.02494355440243816
0.24,100000,9,0.21411802978213412,0.15,68894,5,0.02497742176097526
0.23,100000,9,0.21364721191285366,0.15,68894,5,0.024990968704390104
0.22,100000,9,0.21245888476514146,0.14,68894,5,0.023996387481756046
0.22,100000,9,0.2119835539060566,0.15,75783,5,0.02459855499270242
0.22,100000,9,0.21179342156242265,0.15,75783,5,0.024839421997080967
0.21,100000,9,0.21071736862496906,0.16,75783,5,0.025935768798832387
0.22,100000,9,0.21128694744998763,0.16,75783,4,0.026374307519532958
0.22,100000,9,0.21151477897999504,0.21,75783,5,0.03154972300781318
0.21,100000,9,0.21060591159199804,0.24,75783,5,0.036619889203125276
0.21,100000,9,0.21024236463679924,0.45,75783,4,0.059647955681250114
0.21,100000,9,0.21009694585471972,0.19,75783,3,0.042859182272500046
0.21,100000,9,0.2100387783418879,0.15,75783,2,0.03214367290900002
0.21,100000,9,0.21001551133675517,0.13,68204,2,0.02585746916360001
0.23,100000,9,0.2120062045347021,0.11,61383,2,0.021342987665440006
0.25,100000,9,0.21480248181388084,0.10,61383,2,0.018537195066176005
0.25,100000,9,0.21592099272555232,0.10,61383,3,0.017414878026470404
0.25,100000,9,0.21636839709022093,0.11,61383,3,0.017965951210588162
0.26,100000,9,0.2175473588360884,0.10,61383,3,0.017186380484235268
0.23,100000,9,0.21501894353443535,0.11,61383,3,0.017874552193694108
0.25,100000,9,0.21600757741377413,0.12,61383,3,0.019149820877477644
0.25,100000,9,0.21640303096550967,0.11,61383,3,0.01865992835099106
0.24,100000,9,0.21556121238620385,0.13,61383,3,0.020463971340396424
0.25,100000,9,0.21622448495448154,0.11,61383,3,0.019185588536158572
0.25,100000,9,0.21648979398179263,0.14,61383,3,0.021674235414463432
0.23,100000,9,0.21459591759271707,0.14,61383,4,0.022669694165785376
0.25,100000,9,0.2158383670370868,0.18,61383,4,0.027067877666314147
0.23,100000,9,0.21433534681483474,0.34,61383,4,0.04482715106652566
0.23,100000,9,0.2137341387259339,0.46,61383,4,0.06393086042661027
0.23,100000,9,0.21349365549037358,0.13,61383,4,0.038572344170644104
0.25,100000,9,0.21539746219614941,0.13,61383,4,0.028428937668257645
0.24,100000,9,0.21515898487845975,0.13,61383,4,0.02437157506730306
0.24,100000,9,0.2150635939513839,0.13,61383,4,0.022748630026921225
0.24,100000,9,0.2150254375805536,0.13,61383,4,0.02209945201076849
0.23,100000,9,0.21401017503222144,0.16,61383,4,0.024839780804307397
0.23,100000,9,0.21360407001288859,0.20,61383,4,0.029935912321722963
0.23,100000,9,0.21344162800515543,0.43,61383,4,0.05497436492868919
0.23,100000,9,0.21337665120206217,0.47,61383,4,0.06898974597147568
0.24,100000,9,0.21435066048082485,0.13,61383,4,0.040595898388590276
0.24,100000,9,0.21474026419232994,0.13,61383,4,0.029238359355436113
0.25,100000,9,0.21589610567693196,0.14,61383,5,0.02569534374217445
0.24,100000,9,0.21535844227077278,0.16,61383,5,0.02627813749686978
0.23,100000,9,0.21414337690830912,0.18,61383,5,0.02851125499874791
0.21,100000,9,0.21165735076332365,0.19,67521,5,0.030404501999499168
0.22,100000,9,0.21166294030532945,0.33,67521,4,0.04516180079979967
0.22,100000,9,0.2116651761221318,0.17,67521,4,0.035064720319919876
0.24,100000,9,0.21366607044885272,0.14,67521,4,0.028025888127967954
0.21,100000,9,0.2114664281795411,0.18,67521,5,0.029210355251187183
0.22,100000,9,0.21158657127181646,0.17,67521,4,0.028684142100474874
0.45,100000,9,0.23463462850872657,0.21,67521,4,0.03247365684018995
0.22,100000,9,0.22085385140349062,0.30,67521,4,0.04298946273607598
0.23,100000,9,0.21634154056139626,0.24,67521,3,0.04119578509443039
0.22,100000,9,0.2135366162245585,0.23,67521,4,0.03947831403777216
0.24,100000,9,0.2144146464898234,0.21,67521,4,0.036791325615108866
0.23,100000,9,0.21376585859592936,0.22,67521,4,0.03671653024604355
0.22,100000,9,0.21250634343837177,0.15,67521,5,0.02968661209841742
0.22,100000,9,0.21200253737534872,0.15,67521,5,0.026874644839366968
0.22,100000,9,0.21180101495013948,0.15,67521,5,0.025749857935746787
0.23,100000,9,0.21272040598005582,0.15,67521,5,0.025299943174298713
0.22,100000,9,0.21208816239202233,0.15,67521,5,0.025119977269719485
0.22,100000,9,0.21183526495680893,0.14,67521,5,0.024047990907887798
0.23,100000,9,0.21273410598272358,0.14,67521,5,0.023619196363155123
0.22,100000,9,0.21209364239308942,0.16,67521,5,0.025447678545262052
0.23,100000,9,0.21283745695723577,0.16,67521,5,0.02617907141810482
0.24,100000,9,0.21413498278289433,0.18,67521,5,0.028471628567241926
0.24,100000,9,0.21465399311315775,0.22,67521,5,0.03338865142689677
0.22,100000,9,0.2128615972452631,0.32,67521,5,0.04535546057075871
0.22,100000,9,0.21214463889810525,0.45,74273,5,0.06314218422830349
0.22,100000,9,0.2118578555592421,0.17,74273,5,0.0422568736913214
